problem_name,count
How does erosion contribute to the rock cycle?,28
How does temperature equilibrium affect system stability?,28
How does temperature equilibrium occur between two objects?,28
How does the cardiovascular system contribute to maintaining body temperature?,28
How does the conductivity of materials affect heat transfer?,28
How does the mass of protons compare to that of electrons?,28
How does the total number of atoms in a molecule change as the coefficient increases?,28
How is mechanical digestion in the stomach facilitated?,28
How many electrons does a full outer shell usually contain?,28
How well do metalloids conduct electricity compared to metals and non-metals?,28
"In chemical digestion, enzymes break down food into simpler _____.",28
In what type of environment is asexual reproduction most advantageous?,28
Lymph nodes play a crucial role in the immune system by filtering lymph to remove pathogens.,28
Melting is crucial in transforming metamorphic rocks into igneous rocks.,28
Metals are better conductors of heat and electricity than non-metals.,28
Metamorphic rocks can form without the application of heat and pressure.,28
Muscles in the digestive system are voluntary and require conscious control to function.,28
Net force only considers the magnitude of the strongest force acting on an object.,28
Non-metals are excellent conductors of heat and electricity.,28
Non-metals are known for their shiny appearance.,28
Products in a chemical equation refer to the substances present before the reaction begins.,28
Sedimentary rocks are formed when magma cools and solidifies.,28
Sedimentary rocks form from the accumulation of _____.,28
Sodium chloride is composed of sodium and chlorine.,28
Speed is calculated by multiplying distance and time.,28
Temperature equilibrium decreases the stability of a system.,28
"The ball-and-socket joint, found in the shoulder, allows for rotational movement.",28
The bladder's main function is to store _____.,28
The bronchi absorb oxygen directly from the air.,28
The chemical formula reveals the _____ it contains and their proportions.,28
The diaphragm is a _____ muscle that plays a key role in breathing.,28
"The heart is made of _____ muscle, which operates without conscious control.",28
The large intestine absorbs _____ and compacts waste.,28
The nervous system communicates with the _____ system to facilitate movement.,28
The nervous system controls both _____ and involuntary actions.,28
The nervous system has no role in regulating the respiratory system.,28
The number of _____ electrons determines an atom's bonding potential.,28
The operating costs for geothermal energy plants are higher than their initial setup costs.,28
The primary function of the bladder is to filter blood.,28
The respiratory system's primary function is to filter waste from the blood.,28
The rock cycle indicates that metamorphic rocks can only transform into sedimentary rocks.,28
The stomach is the first organ where digestion begins.,28
The term 'electron cloud' refers to the area outside the nucleus where electrons are _____ to be found.,28
"To find the total number of atoms of elements within parentheses in a chemical formula, you multiply the subscript outside the parenthesis by the subscript of each atom inside.",28
To which atoms does a coefficient apply in a molecule?,28
Uranium availability for nuclear power is _____ in the long-term.,28
Volcanic eruptions are a common geological event at transform plate boundaries.,28
Volcanic eruptions are the primary geological events at transform plate boundaries.,28
Volcanic island arcs result from the subduction of one oceanic plate beneath another.,28
"Voluntary muscles are controlled consciously, whereas involuntary muscles operate automatically without conscious control.",28
What aspect of sound does amplitude affect?,28
